date,company,sector,role,role_type,channel,status,contact_person,fit_rating,notes,cv_file,cover_letter_file,source
2026-07-22,JOEY Restaurant Group,Kitchen BOH,Dishwasher South Common,full-time,LinkedIn,ready_to_submit,,medium,South BOH not Southgate,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AR,https://ca.linkedin.com/jobs/view/dishwasher-joey-south-common-at-joey-restaurant-group-4422206612
2026-07-22,Aramark Canada,Kitchen BOH,Dishwasher / General Help,full-time,company site,ready_to_submit,,medium,Edmonton BOH portal,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AS,https://ca.linkedin.com/jobs/view/dishwasher-at-aramark-canada-4443348047
2026-07-22,Atria Retirement Canada,Kitchen BOH,Kitchen Utility Worker,full-time,LinkedIn,ready_to_submit,,medium,Kitchen/dining support,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AT,https://ca.linkedin.com/jobs/view/kitchen-utility-worker-at-atria-retirement-canada-4440897460
2026-07-22,Wausau Supply ChamClad,Warehouse,Forklift Operator/Material Handler,full-time,LinkedIn,ready_to_submit,,low,Forklift cert mandatory stretch,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AU,https://ca.linkedin.com/jobs/view/forklift-operator-material-handler-chamclad-at-wausau-supply-company-4421897169
2026-07-23,Wajax,Warehouse,Shipper/Receiver Acheson,full-time,company careers,ready_to_submit,,high,Acheson 11061 269 St; also Edmonton LinkedIn twin,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AV,https://ca.linkedin.com/jobs/view/shipper-receiver-at-wajax-4444221321
2026-07-23,Powell,Warehouse,Material Handler Shipping Receiving Days,full-time,LinkedIn,ready_to_submit,,high,Acheson EDE; forklift/CSTS often asked,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AW,https://ca.linkedin.com/jobs/view/material-handler-shipping-and-receiving-days-at-powell-4441069074
2026-07-23,Johnson Controls Silent-Aire,Warehouse,Material Handler Nisku,full-time,LinkedIn,ready_to_submit,,high,Distinct from prior Shipper/Receiver draft; rotating days,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AX,https://ca.linkedin.com/jobs/view/material-handler-at-johnson-controls-4437643369
2026-07-23,Hi Tech Heat Treating,Warehouse,Shipper/Receiver,full-time,email,ready_to_submit,,high,4515 82 Ave; ~$24/hr; mailto Info@HiTechHeatTreating.ca (Resend unset),cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AY,https://www.hitechheattreating.ca/contact/
2026-07-23,Trail Appliances,Warehouse,Warehouse Associate Edmonton South,full-time,company careers,ready_to_submit,,high,~$17-19/hr Tue-Sat; south Edmonton,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AZ,https://www.jobs.ca/job/53ea3427-c967-4b66-aad5-633f278e4dea
2026-07-23,Starbucks Riverbend Square,Food Service,Barista Store 61243,part-time,LinkedIn,ready_to_submit,,medium,South Edmonton not Southgate,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BA,https://ca.linkedin.com/jobs/view/barista-store%23-61243-riverbend-square-at-starbucks-4441750964
2026-07-23,LawDepot,Legal Tech,Data Analyst Digital Marketing,full-time,email,ready_to_submit,,high,Fit ~68; mailto career@lawdepot.ca; degree gap; hybrid Edmonton,cv/main_lawdepot_data_analyst.pdf,cover_letters/cover_lawdepot_data_analyst_digital_marketing.pdf,https://ca.linkedin.com/jobs/view/data-analyst-digital-marketing-at-lawdepot-4444205280
2026-07-23,NP Digital,Marketing Agency,SEO Strategist,full-time,Jobvite,ready_to_submit,,high,Fit ~62; $80-85k remote Canada; portal jobs.jobvite.com/np-ca; 4yr/enterprise gap,cv/main_np_digital.pdf,cover_letters/cover_np_digital_seo_strategist.pdf,https://ca.linkedin.com/jobs/view/seo-strategist-at-np-digital-4429551421
2026-07-23,Heavy Duty Advertising,Marketing Agency,Remote Digital Marketing Specialist SEO,contract,email,ready_to_submit,Edward Langer,high,Fit ~72; mailto Edward@KristaAndEd.com; contractor rate TBD; Edmonton MT,cv/main_heavy_duty_advertising.pdf,cover_letters/cover_heavy_duty_advertising_digital_marketing_specialist.pdf,https://heavydutyadvertising.com/careers/remote-digital-marketing-specialist/
2026-07-23,LawDepot,Legal Tech,AI and Analytics Specialist Digital Marketing,full-time,LinkedIn,skipped_low_fit,,low,Fit ~55; scripting/degree-heavy,,,https://ca.linkedin.com/jobs/view/ai-and-analytics-specialist-digital-marketing-at-lawdepot-4443998995
2026-07-23,Go Auto,Automotive Retail,Senior Digital Advertising Specialist Corporate,full-time,LinkedIn,skipped_low_fit,,low,Fit ~52; 5-8 yrs Google Search ask,,,https://ca.linkedin.com/jobs/view/senior-digital-advertising-specialist-go-auto-corporate-at-go-auto-4440344812
2026-07-23,Walmart Canada,Warehouse Retail,OMNI Customer Fulfillment Associate Tamarack,full-time,company careers,skipped_distance,,medium,775 Tamarack Way not 68 Ave/Calgary Trail corridor,,,https://careers.walmart.ca/job/edmonton/can-omni-customer-fulfillment-associate/4853/98134321728
2026-07-23,Wajax,Warehouse,Shipper/Receiver Edmonton listing twin,full-time,LinkedIn,ready_to_submit,,high,Twin of Acheson posting; use same local CV/blurb AV,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AV,https://ca.linkedin.com/jobs/view/shipper-receiver-at-wajax-4438671623
2026-07-24,Walmart Canada,Warehouse Retail,Stock Unloader Associate Calgary Trail,part-time,LinkedIn,ready_to_submit,,high,3931 Calgary Trail corridor; NEW 07-24,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BB,https://ca.linkedin.com/jobs/view/can-stock-unloader-associate-at-walmart-canada-4443970369
2026-07-24,Roofmart,Warehouse,Rooftop Loader Shipper Receiver Acheson,full-time,company site,ready_to_submit,,high,Acheson yard+rooftop; distinct from 62 Ave,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BC,https://ca.linkedin.com/jobs/view/rooftop-loader-shipper-and-receiver-at-roofmart-4424801619
2026-07-24,Uline,Warehouse,Warehouse Associate Days Edmonton,full-time,company careers,ready_to_submit,,high,$31-35/hr Edmonton branch NEW 07-24,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BD,https://ca.linkedin.com/jobs/view/warehouse-associate-days-at-uline-4440737568
2026-07-24,Olive Garden Gateway,Food Service BOH,Dishwasher South Gateway,part-time,email,ready_to_submit,,medium,4110 Gateway Blvd; mailto recruit@recipeunlimited.com,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BE,https://ca.linkedin.com/jobs/view/dishwasher-olive-garden-south-at-olive-garden-canada-4427647944
2026-07-24,Johnson Controls Silent-Aire,Warehouse,Shipper/Receiver Night Nisku,full-time,LinkedIn,ready_to_submit,,high,Night shift variant NEW 07-24,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BF,https://ca.linkedin.com/jobs/view/shipper-receiver-night-shit-at-johnson-controls-4426880365
2026-07-24,Johnson Controls Silent-Aire,Warehouse,Kitter Nisku,full-time,LinkedIn,ready_to_submit,,high,Line-side material kit NEW 07-24,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BG,https://ca.linkedin.com/jobs/view/kitter-at-johnson-controls-4438443978
2026-07-24,Sobeys,Warehouse,Warehouse Order Selector Night,part-time,LinkedIn,ready_to_submit,,medium,Edmonton RSC overnight 10pm-630am,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BH,https://ca.linkedin.com/jobs/view/warehouse-order-selector-night-at-sobeys-4436619747
2026-07-24,Talent Advantage,Marketing Agency,PPC Social Media Ads Manager,full-time,email,ready_to_submit,,high,Fit ~78; $60-70k downtown; mailto info@talentadvantage.ca; Resend unset,cv/main_talent_advantage.pdf,cover_letters/cover_talent_advantage_ppc_social_ads_manager.pdf,https://ca.linkedin.com/jobs/view/ppc-social-media-ads-manager-at-talent-advantage-4444776666
2026-07-24,Powered by Search,Marketing Agency,SEO Strategist Remote,full-time,company careers,ready_to_submit,,high,Fit ~61; remote; portal poweredbysearch.com/careers; B2B SaaS gap,cv/main_powered_by_search.pdf,cover_letters/cover_powered_by_search_seo_strategist.pdf,https://ca.linkedin.com/jobs/view/seo-strategist-remote-worldwide-at-powered-by-search-4441553027
2026-07-24,Purolator Inc.,Warehouse,Sorter PM 514 Edmonton North,part-time,LinkedIn,skipped_distance,,medium,17718 114 Ave North depot not corridor,,,https://ca.linkedin.com/jobs/view/sorter-pm-514-at-purolator-inc-4444041588
2026-07-24,Durabuilt Windows & Doors,Warehouse,Warehouse Helper,full-time,LinkedIn,skipped_distance,,medium,10920 178 St west not corridor,,,https://ca.linkedin.com/jobs/view/warehouse-helper-at-durabuilt-windows-doors-4441571020
2026-07-24,KOHO,Fintech,Affiliate Marketing Coordinator,full-time,LinkedIn,skipped_low_fit,,medium,Fit ~55; $60-70k remote but affiliate gap,,,https://ca.linkedin.com/jobs/view/affiliate-marketing-coordinator-at-koho-4426544695
2026-07-24,JAM CRM,Marketing Agency,AI Enablement Specialist,full-time,email,skipped_location,,medium,Claude fit strong; Toronto onsite fail,,,https://ca.linkedin.com/jobs/view/ai-enablement-specialist-at-jam-crm-4444474160
2026-07-24,Webserv,Marketing Agency,SEO Manager,full-time,LinkedIn,skipped_low_fit,,medium,Fit ~55; 5+ yrs SEO + 3 yrs AM,,,https://ca.linkedin.com/jobs/view/search-engine-optimization-manager-at-webserv-4433244231
2026-07-25,The Home Depot Canada,Retail Warehouse,Receiving Associate Full-Time - 7065 South Common,full-time,company site,ready_to_submit,,high,2020 101 St SW South Common; forklift license required (may train),cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BI,https://ca.linkedin.com/jobs/view/receiving-associate-full-time-7065-south-common-at-the-home-depot-canada-4442604186
2026-07-25,Walmart Canada,Retail Warehouse,Overnight Associate - Currents Dr,full-time,LinkedIn,ready_to_submit,,high,6110 Currents Dr NW Windermere south unload/stock,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BJ,https://ca.linkedin.com/jobs/view/can-overnight-associate-at-walmart-canada-4443957652
2026-07-25,Starbucks,Food Service,Barista - College Plaza Store 22119,part-time,LinkedIn,ready_to_submit,,medium,College Plaza near 82 Ave; not Southgate,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BK,https://ca.linkedin.com/jobs/view/barista-store-22119-college-plaza-at-starbucks-4441760524
2026-07-25,Odds Scanner Group,Digital Media,Senior SEO Content Specialist - English,full-time,LinkedIn,ready_to_submit,,high,Fit ~64 remote; iGaming vertical gap; on-page SEO match,cv/main_odds_scanner.pdf,cover_letters/cover_odds_scanner_senior_seo_content_specialist.pdf,https://ca.linkedin.com/jobs/view/senior-seo-content-specialist-english-at-odds-scanner-group-4442732856
2026-07-25,Brafton,Marketing Agency,SEO Strategist (Remote Canada),full-time,company site,ready_to_submit,,medium,Fit ~63; confirm pay ≥$60k CAD (band may start ~$55k),cv/main_brafton.pdf,cover_letters/cover_brafton_seo_strategist.pdf,https://www.brafton.com/careers/
2026-07-25,Directive,Marketing Agency,SEO Strategist Future Opening,full-time,LinkedIn,skipped_low_fit,,medium,Must have B2B SaaS; fit ~55,,,https://ca.linkedin.com/jobs/view/seo-strategist-remote-canada-future-opening-at-directive-4440590698
2026-07-25,Connected Creative,Marketing Agency,Senior Paid Media Specialist,contract,email,skipped_low_fit,Hannah,medium,Part-time 10-20 hrs under career floor,,,https://ca.linkedin.com/jobs/view/senior-paid-media-specialist-at-connected-creative-4445201546
2026-07-25,Mercury,Fintech,Organic Search Marketer SEO/AEO,full-time,LinkedIn,skipped_low_fit,,medium,5+ yrs + AEO depth; fit ~50,,,https://ca.linkedin.com/jobs/view/organic-search-marketer-seo-aeo-at-mercury-4437610537
2026-07-25,Ryder System,Warehouse,Material Handler Team 30-2,full-time,LinkedIn,skipped_distance,,medium,Likely NW warehouse not corridor,,,https://ca.linkedin.com/jobs/view/material-handler-team-30-2-at-ryder-system-inc-4444602494
2026-07-25,Go Auto,Automotive,Parts Shipper/Receiver Go Nissan North,full-time,LinkedIn,skipped_distance,,medium,North Edmonton,,,https://ca.linkedin.com/jobs/view/parts-shipper-receiver-go-nissan-north-at-go-auto-4445269226
2026-07-26,Princess Auto,Retail Warehouse,Receiver Days Edmonton South,full-time,company portal,ready_to_submit,,high,9835 34 Ave ~6-10 min; store warehouse,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BL,https://ca.linkedin.com/jobs/view/receiver-days-at-princess-auto-ltd-4445338919
2026-07-26,Princess Auto,Retail Warehouse,Receiver Nights Edmonton,part-time,company portal,ready_to_submit,,high,Overnight BOH stock/receive,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BM,https://ca.linkedin.com/jobs/view/receiver-nights-at-princess-auto-ltd-4445340908
2026-07-26,Sephora,Retail Stockroom,Operations Consultant Full Time Meadows,full-time,company portal,ready_to_submit,,medium,$17-20/hr Meadows stockroom not Southgate,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BN,https://ca.linkedin.com/jobs/view/operations-consultant-full-time-at-sephora-4444228445
2026-07-26,Waste Logic Inc,Environmental Services,Marketing Coordinator 12-mo maternity coverage,contract,LinkedIn,ready_to_submit,,high,Edmonton onsite; degree gap; confirm >=$60k,cv/main_waste_logic.pdf,cover_letters/cover_waste_logic_marketing_coordinator.pdf,https://ca.linkedin.com/jobs/view/marketing-coordinator-12-month-maternity-leave-coverage-at-waste-logic-inc-4443891543
2026-07-26,Huzzle (Colorado agency client),Marketing Agency,Digital Marketing Specialist,full-time,LinkedIn,ready_to_submit,,high,Remote MT hours; SEO+paid; confirm >=$60k CAD,cv/main_huzzle.pdf,cover_letters/cover_huzzle_digital_marketing_specialist.pdf,https://ca.linkedin.com/jobs/view/digital-marketing-specialist-at-huzzle-com-4441923818
2026-07-26,Critical Mass,Marketing Agency,Search Strategist,full-time,LinkedIn,skipped_location,,medium,Calgary 3 days/week office required,,,https://ca.linkedin.com/jobs/view/search-strategist-at-critical-mass-4442911394
2026-07-26,BuildDirect,E-commerce,Growth & Digital Experience Manager,full-time,LinkedIn,skipped_location,,medium,Vancouver; Claude Code stack noted but location fail,,,https://ca.linkedin.com/jobs/view/growth-digital-experience-manager-at-builddirect-4443306503
2026-07-26,Walmart Canada,Warehouse,Stock Unloader St Albert,part-time,LinkedIn,skipped_distance,,low,Not 68 Ave / Calgary Trail corridor,,,https://ca.linkedin.com/jobs/view/can-stock-unloader-associate-at-walmart-canada-4443957716
2026-07-26,Walmart Canada,Warehouse,Stock Unloader Leduc,part-time,LinkedIn,skipped_distance,,low,Not corridor,,,https://ca.linkedin.com/jobs/view/can-stock-unloader-associate-at-walmart-canada-4444212925
2026-07-26,Dexter,Warehouse,Warehouse Worker - Parsons Rd,full-time,LinkedIn,ready_to_submit,,high,3260 Parsons Rd NW T6N; south corridor ~10-15 min,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BO,https://ca.linkedin.com/jobs/view/warehouse-worker-at-dexter-4440794363
2026-07-26,Johnson Controls Silent-Aire,Warehouse,Order Picker Nisku,full-time,LinkedIn,ready_to_submit,,high,Distinct from shipper/MH/kitter drafts; rotating days,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BP,https://ca.linkedin.com/jobs/view/order-picker-at-johnson-controls-4437649303
2026-07-26,SureWerx,Warehouse,Receiving Coordinator Nisku,full-time,LinkedIn,ready_to_submit,,high,1540 37 Ave Nisku; receiving BOH coordinator lean,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BQ,https://ca.linkedin.com/jobs/view/receiving-coordinator-at-surewerx-4442404864
2026-07-26,AMA - Alberta Motor Association,Member Services,Marketing Coordinator Member Rewards 14-mo,contract,LinkedIn,ready_to_submit,,high,Fit ~64; hybrid; bachelor gap; confirm >=$60k; distinct from Specialist 12-mo,cv/main_ama_coordinator.pdf,cover_letters/cover_ama_marketing_coordinator_member_rewards.pdf,https://ca.linkedin.com/jobs/view/marketing-coordinator-member-rewards-14-month-position-at-ama-alberta-motor-association-4443078908
2026-07-26,Jobgether,Fintech,Growth Marketing Lead,full-time,LinkedIn,skipped_low_fit,,medium,Fit ~55; 5+ yrs consumer growth stretch,,,https://ca.linkedin.com/jobs/view/growth-marketing-lead-at-jobgether-4442019520
2026-07-26,Edmonton Community Foundation,Nonprofit,Communications Coordinator,full-time,LinkedIn,skipped_low_fit,,medium,Fit ~52; pay band starts ~$56k; comms not SEO,,,https://ca.linkedin.com/jobs/view/communications-coordinator-at-edmonton-community-foundation-4443957232
2026-07-26,Oliver & Bonacini / Braven,Hospitality,Dishwasher Braven ICE District,part-time,LinkedIn,skipped_distance,,low,Downtown JW Marriott ICE District; not 68 Ave corridor,,,https://ca.linkedin.com/jobs/view/dishwasher-braven-at-oliver-bonacini-hospitality-4443955910
2026-07-26,Starbucks,Cafe,Barista Southgate Mall FC,part-time,LinkedIn,skipped_southgate_pf,,low,Hard skip Southgate Centre public-facing,,,https://ca.linkedin.com/jobs/view/barista-store-15557-southgate-mall-fc-at-starbucks-4440267834
2026-07-27,Walmart Parsons Claims,Retail BOH,Claims Associate Parsons Rd,full-time,LinkedIn,ready_to_submit,,medium,1203 Parsons Rd NW South Common BOH,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BR,https://ca.linkedin.com/jobs/view/can-claims-at-walmart-canada-4445655988
2026-07-27,Starbucks South Park,Food Service,Barista Store 04837 Calgary Trail,part-time,LinkedIn,ready_to_submit,,medium,3931 Calgary Trail barista not Southgate,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BS,https://ca.linkedin.com/jobs/view/barista-store%23-04837-south-park-3931-calgary-trail-at-starbucks-4445124837
2026-07-27,Starbucks Glenridding,Food Service,Barista Store 82146 Glenridding Village,part-time,LinkedIn,ready_to_submit,,medium,16741 Rabbit Hill Rd SW south,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BT,https://ca.linkedin.com/jobs/view/barista-store%23-82146-glenridding-village-at-starbucks-4445125874
2026-07-27,North Central Co-op Silverberry,Retail,Gas Bar Attendant PT Silverberry,part-time,LinkedIn,ready_to_submit,,medium,1712 34 Ave NW SE ~15-20 min,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BU,https://ca.linkedin.com/jobs/view/gas-bar-attendant-pt-silverberry-gas-bar-at-north-central-co-op-crs-4444381633
2026-07-27,SiteNative,Marketing Agency,SEO Expert,full-time,LinkedIn/email,ready_to_submit,careers@sitenative.com,good,fit~70 mailto; confirm >=60k,cv/main_sitenative.pdf,cover_letters/cover_sitenative_seo_expert.pdf,https://ca.linkedin.com/jobs/view/search-engine-optimization-seo-expert-at-sitenative-4443717848
2026-07-27,Kraken,Fintech,Growth Workflow Specialist Organic Growth,full-time,LinkedIn,skipped_low_fit,,low,~55 technical SEO/AEO automation stretch,,,https://ca.linkedin.com/jobs/view/growth-workflow-specialist-organic-growth-at-kraken-4444398605
2026-07-27,the LEGO Group,Retail,Retail Store Team Leader PT Southgate Centre,part-time,LinkedIn,skipped_southgate_pf,,low,Southgate Centre hard skip,,,https://ca.linkedin.com/jobs/view/%E2%80%9Cretail-store-team-leader-part-time-southgate-centre-edmonton-alberta-at-the-lego-group-4442822292
2026-07-28,Starbucks Ellerslie Parsons,Food Service,Barista Store 04943 Ellerslie Parsons,part-time,LinkedIn,ready_to_submit,,medium,9504 Ellerslie Rd SW south corridor,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BV,https://ca.linkedin.com/jobs/view/barista-store%23-04943-ellerslie-parsons-at-starbucks-4445145706
2026-07-28,Starbucks Glenridding,Food Service,Shift Supervisor Store 82146 Glenridding,full-time,LinkedIn,ready_to_submit,,medium,16741 Rabbit Hill Rd SW; distinct from barista,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BW,https://ca.linkedin.com/jobs/view/shift-supervisor-store%23-82146-glenridding-village-at-starbucks-4445140719
2026-07-28,FedEx Canada,Warehouse,Package Handler Trainer YELA,part-time,LinkedIn,ready_to_submit,,high,YELA airport/Nisku south; closes 2026-08-03,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BX,https://ca.linkedin.com/jobs/view/package-handler-trainer-at-fedex-canada-4445977991
2026-07-28,Walmart Currents,Retail BOH,Stockperson Cartpusher Currents Dr,full-time,LinkedIn,ready_to_submit,,medium,6110 Currents Dr NW T6W 0L7 stock/lot,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BY,https://ca.linkedin.com/jobs/view/can-stockperson-cartpusher-at-walmart-canada-4446165211
2026-07-28,Reach First,Marketing Agency,Marketing Coordinator,full-time,email,ready_to_submit,info@reachfirst.com,good,fit~70 Edmonton remote preferred; bachelor gap; confirm >=60k,cv/main_reach_first.pdf,cover_letters/cover_reach_first_marketing_coordinator.pdf,https://www.reachfirst.com/careers/
2026-07-28,UFA,Warehouse,Warehouse Shipper/Receiver,full-time,LinkedIn,skipped_filled,,medium,careers.ufa.com filled,,,https://ca.linkedin.com/jobs/view/warehouse-shipper-receiver-at-ufa-4445409028
2026-07-28,All Weather at Home,Warehouse,Trailer Loader LTL-PU,full-time,LinkedIn,skipped_distance,,medium,118A Ave NW not corridor,,,https://ca.linkedin.com/jobs/view/trailer-loader-ltl-pu-at-all-weather-at-home-4445168946
2026-07-28,Jobgether,Marketing,Growth Strategist,full-time,LinkedIn,skipped_low_fit,,low,~58 4+ yrs multi-channel stretch,,,https://ca.linkedin.com/jobs/view/growth-strategist-at-jobgether-4444293982
2026-07-28,Savvy Talent,Technology,SEO Manager,full-time,LinkedIn,skipped_location,,low,Vancouver hybrid relocate,,,https://ca.linkedin.com/jobs/view/search-engine-optimization-manager-at-savvy-talent-4446107787
2026-07-29,The Home Depot Canada,Retail Warehouse,Receiving Associate Part-Time - 7065 South Common,part-time,company site,ready_to_submit,,high,2020 101 St SW South Common PT; distinct from FT receiving,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#BZ,https://ca.linkedin.com/jobs/view/4445762399
2026-07-29,The Home Depot Canada,Retail Warehouse,Order Picker Part-Time - 7065 South Common,part-time,company site,ready_to_submit,,high,2020 101 St SW South Common pick/stock,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#CA,https://ca.linkedin.com/jobs/view/4445750548
2026-07-29,The Home Depot Canada,Retail Warehouse,Overnight Freight Associate Part-Time - 7065 South Common,part-time,company site,ready_to_submit,,high,2020 101 St SW South Common overnight freight,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#CB,https://ca.linkedin.com/jobs/view/4445752544
2026-07-29,Walmart Canada,Retail Stock,Produce Stocker Parsons Rd,full-time,LinkedIn,ready_to_submit,,medium,1203 Parsons Rd NW South Common produce stock,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#CC,https://ca.linkedin.com/jobs/view/4446391951
2026-07-29,Jobgether (partner),Marketing Agency,Senior Digital Marketing Coordinator,full-time,LinkedIn,ready_to_submit,,high,Fit ~75 remote Canada; paid+SEO+WP+GA4+CRM,cv/main_jobgether_sdmc.pdf,cover_letters/cover_jobgether_senior_digital_marketing_coordinator.pdf,https://ca.linkedin.com/jobs/view/4443293039
2026-07-29,MEDIAFORCE Digital Marketing,Marketing Agency,Client Success Manager - Digital Marketing,contract,LinkedIn,ready_to_submit,,high,Fit ~70 remote; $64k CAD; GHL + client ownership,cv/main_mediaforce.pdf,cover_letters/cover_mediaforce_client_success_manager.pdf,https://ca.linkedin.com/jobs/view/4442238197
2026-07-29,Go Auto,Automotive Retail,Senior Database Marketing & Automations Specialist,full-time,company portal,ready_to_submit,,medium,Fit ~62 Edmonton Mayfield; GHL automation; MAP/SQL gaps,cv/main_go_auto.pdf,cover_letters/cover_go_auto_database_marketing_automations.pdf,https://ca.linkedin.com/jobs/view/4446507638
2026-07-29,Audi RED,Automotive Digital,Dealer Performance Specialist Western Canada,full-time,LinkedIn,skipped_low_fit,,medium,Fit ~50 oADD enablement liaison not marketing execution,,,https://ca.linkedin.com/jobs/view/dealer-performance-specialist-western-canada-at-audi-red-4443643156
2026-07-29,Jobber,SaaS,Marketing Data Manager,full-time,LinkedIn,skipped_low_fit,,low,Data engineering stretch / senior analytics band,,,https://ca.linkedin.com/jobs/view/marketing-data-manager-at-jobber-4443631570
2026-07-29,Wausau Supply Company,Warehouse,Shipper/Receiver-ChamClad,full-time,LinkedIn,skipped_distance,,medium,West-end Edmonton plant not corridor,,,https://ca.linkedin.com/jobs/view/shipper-receiver-chamclad-at-wausau-supply-company-4446533066
2026-07-29,Wausau Supply Company,Warehouse,Packaging Staff-2nd Shift-ChamClad,full-time,LinkedIn,skipped_distance,,medium,West-end packaging not corridor,,,https://ca.linkedin.com/jobs/view/packaging-staff-2nd-shift-chamclad-at-wausau-supply-company-4446534018
2026-07-29,Brandt Group of Companies,Parts Warehouse,Parts Person Compact Construction,full-time,LinkedIn,skipped_distance,,medium,10630 176 St NW not 68 Ave corridor,,,https://ca.linkedin.com/jobs/view/parts-person-at-brandt-group-of-companies-4446511974
2026-07-29,Konstruct Digital,Marketing Agency,Paid Ads Specialist,full-time,LinkedIn,skipped_location,,medium,Calgary hybrid required,,,https://ca.linkedin.com/jobs/view/paid-ads-specialist-at-konstruct-digital-4445196030
2026-07-30,FedEx Canada,Warehouse,Package Handler PT Evening,part-time,LinkedIn,ready_to_submit,,high,Evening $21/hr; confirm facility SE industrial often 6364 50 St,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#CD,https://ca.linkedin.com/jobs/view/4446827804
2026-07-30,Tile Town,Retail Stock,Store/Stock Person Edmonton South,full-time,LinkedIn,ready_to_submit,,high,8219 Argyll Rd South; stock/pull/load,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#CE,https://ca.linkedin.com/jobs/view/4446129967
2026-07-30,Princess Auto,Retail Warehouse,Merchandiser Nights Edmonton South,full-time,LinkedIn,ready_to_submit,,high,9835 34 Ave; 6pm-2:30am; distinct from receiver drafts,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#CF,https://ca.linkedin.com/jobs/view/4446555942
2026-07-30,CCWESTT,Nonprofit,Marketing and Communications Coordinator,contract,company portal,ready_to_submit,,good,fit~64 remote Canada $60-70k; diploma gap; closes 2026-08-17,cv/main_ccwestt.pdf,cover_letters/cover_ccwestt_marketing_communications_coordinator.pdf,https://ca.linkedin.com/jobs/view/4445755551
2026-07-30,Jacked Factory (Nutra Holdings),E-commerce,Marketing Coordinator,full-time,email,ready_to_submit,jobs@nutraholdings.com,good,fit~63 remote Canada OK; mailto jobs@; confirm >=60k,cv/main_jacked_factory.pdf,cover_letters/cover_jacked_factory_marketing_coordinator.pdf,https://ca.linkedin.com/jobs/view/4445228638
2026-07-30,Walmart Canada,Retail,Stockperson/Cartpusher Capilano,full-time,LinkedIn,skipped_distance,,low,5004 98 Ave Capilano east not corridor,,,https://ca.linkedin.com/jobs/view/4443967241
2026-07-30,Walmart Canada,Retail Stock,Produce Stocker Tamarack,full-time,LinkedIn,skipped_distance,,low,775 Tamarack Way not corridor,,,https://ca.linkedin.com/jobs/view/4446889160
2026-07-30,TECO-Westinghouse,Warehouse,Shipping and Receiving,full-time,LinkedIn,skipped_distance,,medium,18060 109 Ave NW Wilson Industrial,,,https://ca.linkedin.com/jobs/view/4434889529
2026-07-30,Atomic - Remote Jobs,Marketing Agency,Creative Strategist Paid Social,full-time,LinkedIn,skipped_location,,medium,US TZ PST/CST/EST filter; Edmonton MST,,,https://ca.linkedin.com/jobs/view/4446449795
